date,symbol,score,future_return_1d,direction_up_1d,score_percentile,prob_up,predicted_direction,horizon_days,future_return_5d,direction_up_5d,future_return_20d,direction_up_20d
2020-09-17,300750,0.361,-0.0018649193548386789,0.0,0.5,0.5278484311478968,1,1,,,,
2020-09-18,300750,0.3460000000000001,-0.0005049739938394193,0.0,0.3,0.5304909142702005,1,1,,,,
2020-09-21,300750,0.31400000000000006,0.012984388420148596,1.0,0.3,0.5305849414568421,1,1,,,,
2020-09-22,300750,0.25300000000000006,-0.017456359102244412,0.0,0.1,0.5312032608041161,1,1,,,,
2020-09-23,300750,0.3090000000000001,-0.031370558375634516,0.0,0.3,0.5287349776161291,1,1,,,,
2020-09-24,300750,0.27800000000000014,0.003563567760192843,1.0,0.2,0.5268322779067582,1,1,,,,
2020-09-25,300750,0.2520000000000001,0.007362924281984373,1.0,0.1,0.5277062607417212,1,1,,,,
2020-09-28,300750,0.25900000000000006,0.0626198745529003,1.0,0.1,0.5263101493213209,1,1,,,,
2020-09-29,300750,0.262,0.020537587199375595,1.0,0.1,0.5294965878179249,1,1,,,,
2020-09-30,300750,0.23199999999999998,0.0749043977055448,1.0,0.2,0.5305787747818147,1,1,,,,
2020-10-09,300750,0.22999999999999998,0.04406990705741087,1.0,0.1,0.533903507485158,1,1,,,,
2020-10-12,300750,0.329,0.0037907828605503457,1.0,0.3,0.535010459916457,1,1,,,,
2020-10-13,300750,0.5400000000000001,0.006916450969576049,1.0,1.0,0.5311643315476466,1,1,,,,
2020-10-14,300750,0.47700000000000004,0.0054782975136957734,1.0,0.9,0.5327633547795325,1,1,,,,
2020-10-15,300750,0.4780000000000001,-0.04400670578373844,0.0,0.8,0.5327457659534884,1,1,,,,
2020-10-16,300750,0.387,0.005743095133713405,1.0,0.5,0.5310033670674399,1,1,,,,
2020-10-19,300750,0.402,0.053136306176714054,1.0,0.6,0.5296114032037738,1,1,,,,
2020-10-20,300750,0.44600000000000006,-0.03836920529801324,0.0,0.7,0.5320668298650544,1,1,,,,
2020-10-21,300750,0.44200000000000006,-0.001936900098997163,0.0,0.7,0.5292584823799951,1,1,,,,
2020-10-22,300750,0.509,-0.02967051923408659,0.0,1.0,0.5295094686975556,1,1,,,,
2020-10-23,300750,0.4809999999999999,0.036222222222222156,1.0,0.7,0.5268636339007858,1,1,,,,
2020-10-26,300750,0.49400000000000005,0.01741368217885486,1.0,0.8,0.529282472890667,1,1,,,,
2020-10-27,300750,0.5189999999999999,0.012857805320180438,1.0,0.8,0.5296478300922578,1,1,,,,
2020-10-28,300750,0.4769999999999999,-0.0010821609922584408,0.0,0.8,0.5316312758500488,1,1,,,,
2020-10-29,300750,0.4769999999999999,0.029875000000000096,1.0,0.8,0.5317533821207077,1,1,,,,
2020-10-30,300750,0.46300000000000013,0.05247400574503369,1.0,0.8,0.5328915117104219,1,1,,,,
2020-11-02,300750,0.5029999999999999,-0.015837625893749374,0.0,0.8,0.5352556416113646,1,1,,,,
